19010206;6;2;1901;37600;37.6;;
19010207;7;2;1901;33900;33.9;;
19010208;8;2;1901;23200;23.2;;
19010209;9;2;1901;21000;21;;
19010210;10;2;1901;20300;20.3;;
19010211;11;2;1901;13800;13.8;;
19010212;12;2;1901;10800;10.8;;
19010213;13;2;1901;8920;8.92;;
19010214;14;2;1901;10900;10.9;;
19010215;15;2;1901;8850;8.85;;
19010216;16;2;1901;6940;6.94;;
19010217;17;2;1901;6700;6.7;;
19010218;18;2;1901;7150;7.15;;
19010219;19;2;1901;5500;5.5;;
19010220;20;2;1901;4610;4.61;;
19010221;21;2;1901;3670;3.67;;
19010222;22;2;1901;3300;3.3;;
19010223;23;2;1901;3520;3.52;;
19010224;24;2;1901;4250;4.25;;
19010225;25;2;1901;4300;4.3;;
19010226;26;2;1901;4300;4.3;;
19010227;27;2;1901;4760;4.76;;
19010228;28;2;1901;10500;10.5;;
19010301;1;3;1901;23000;23;;
19010302;2;3;1901;25500;25.5;;
19010303;3;3;1901;28400;28.4;;
19010304;4;3;1901;35300;35.3;;
19010305;5;3;1901;47100;47.1;;
19010306;6;3;1901;50600;50.6;;
19010307;7;3;1901;47200;47.2;;
19010308;8;3;1901;41600;41.6;;
19010309;9;3;1901;33300;33.3;;
19010310;10;3;1901;27900;27.9;;
19010311;11;3;1901;24600;24.6;;
19010312;12;3;1901;27400;27.4;;
19010313;13;3;1901;40100;40.1;;
19010314;14;3;1901;54000;54;;
19010315;15;3;1901;45500;45.5;;
19010316;16;3;1901;44100;44.1;;
19010317;17;3;1901;44400;44.4;;
19010318;18;3;1901;40800;40.8;;
19010319;19;3;1901;42200;42.2;;
19010320;20;3;1901;43100;43.1;;
19010321;21;3;1901;71000;71;;
19010322;22;3;1901;53800;53.8;;
19010323;23;3;1901;36000;36;;
19010324;24;3;1901;28800;28.8;;
19010325;25;3;1901;26800;26.8;;
19010326;26;3;1901;23900;23.9;;
19010327;27;3;1901;20300;20.3;;
19010328;28;3;1901;20500;20.5;;
19010329;29;3;1901;22000;22;;
19010330;30;3;1901;18500;18.5;;
19010331;31;3;1901;16200;16.2;;
19010401;1;4;1901;13200;13.2;;
19010402;2;4;1901;12900;12.9;;
19010403;3;4;1901;13400;13.4;;
19010404;4;4;1901;12200;12.2;;
19010405;5;4;1901;24000;24;;
19010406;6;4;1901;56300;56.3;;
19010407;7;4;1901;47000;47;;
19010408;8;4;1901;70900;70.9;;
19010409;9;4;1901;94100;94.1;;
19010410;10;4;1901;70400;70.4;;
19010411;11;4;1901;51100;51.1;;
19010412;12;4;1901;42600;42.6;;
19010413;13;4;1901;52500;52.5;;
19010414;14;4;1901;67000;67;;
19010415;15;4;1901;126000;126;;
19010416;16;4;1901;113000;113;;
19010417;17;4;1901;101000;101;;
19010418;18;4;1901;108000;108;;
19010419;19;4;1901;63100;63.1;;
19010420;20;4;1901;44100;44.1;;
19010421;21;4;1901;36900;36.9;;
19010422;22;4;1901;28500;28.5;;
19010423;23;4;1901;23300;23.3;;
19010424;24;4;1901;21500;21.5;;
19010425;25;4;1901;19900;19.9;;
19010426;26;4;1901;17600;17.6;;
19010427;27;4;1901;18500;18.5;;
19010428;28;4;1901;27500;27.5;;
19010429;29;4;1901;19600;19.6;;
19010430;30;4;1901;21300;21.3;;
19010501;1;5;1901;28700;28.7;;
19010502;2;5;1901;22700;22.7;;
19010503;3;5;1901;18700;18.7;;
19010504;4;5;1901;15400;15.4;;
19010505;5;5;1901;14300;14.3;;
19010506;6;5;1901;14800;14.8;;
19010507;7;5;1901;15200;15.2;;
19010508;8;5;1901;16100;16.1;;
19010509;9;5;1901;16200;16.2;;
19010510;10;5;1901;17600;17.6;;
19010511;11;5;1901;17200;17.2;;
19010512;12;5;1901;16700;16.7;;
19010513;13;5;1901;15300;15.3;;
19010514;14;5;1901;13900;13.9;;
19010515;15;5;1901;12700;12.7;;
19010516;16;5;1901;11400;11.4;;
19010517;17;5;1901;12000;12;;
19010518;18;5;1901;10400;10.4;;
19010519;19;5;1901;9050;9.05;;
19010520;20;5;1901;9470;9.47;;
19010521;21;5;1901;7500;7.5;;
19010522;22;5;1901;6370;6.37;;
19010523;23;5;1901;5950;5.95;;
19010524;24;5;1901;5110;5.11;;
19010525;25;5;1901;5560;5.56;;
19010526;26;5;1901;5950;5.95;;
19010527;27;5;1901;6430;6.43;;
19010528;28;5;1901;5140;5.14;;
19010529;29;5;1901;5050;5.05;;
19010530;30;5;1901;3950;3.95;;
19010531;31;5;1901;4130;4.13;;
19010601;1;6;1901;3530;3.53;;
19010602;2;6;1901;3210;3.21;;
19010603;3;6;1901;3710;3.71;;
19010604;4;6;1901;2720;2.72;;
19010605;5;6;1901;2920;2.92;;
19010606;6;6;1901;2240;2.24;;
19010607;7;6;1901;2350;2.35;;
19010608;8;6;1901;2050;2.05;;
19010609;9;6;1901;2140;2.14;;
19010610;10;6;1901;2890;2.89;;
19010611;11;6;1901;2970;2.97;;
19010612;12;6;1901;4900;4.9;;
19010613;13;6;1901;2400;2.4;;
19010614;14;6;1901;1910;1.91;;
19010615;15;6;1901;1870;1.87;;
19010616;16;6;1901;1380;1.38;;
19010617;17;6;1901;1590;1.59;;
19010618;18;6;1901;1530;1.53;;
19010619;19;6;1901;780;0.78;;
19010620;20;6;1901;498;0.5;;
19010621;21;6;1901;890;0.89;;
19010622;22;6;1901;1170;1.17;;
19010623;23;6;1901;646;0.65;;
19010624;24;6;1901;807;0.81;;
19010625;25;6;1901;299;0.3;;
19010626;26;6;1901;210;0.21;;
19010627;27;6;1901;216;0.22;;
19010628;28;6;1901;125;0.13;;
19010629;29;6;1901;110;0.11;;
19010630;30;6;1901;418;0.42;;
19010701;1;7;1901;1340;1.34;;
19010702;2;7;1901;1860;1.86;;
19010703;3;7;1901;2270;2.27;;
19010704;4;7;1901;2440;2.44;;
19010705;5;7;1901;1710;1.71;;
19010706;6;7;1901;1790;1.79;;
19010707;7;7;1901;1170;1.17;;
19010708;8;7;1901;1170;1.17;;
19010709;9;7;1901;869;0.87;;
19010710;10;7;1901;916;0.92;;
19010711;11;7;1901;1090;1.09;;
19010712;12;7;1901;269;0.27;;
19010713;13;7;1901;93;0.09;;
19010714;14;7;1901;190;0.19;;
19010715;15;7;1901;305;0.3;;
19010716;16;7;1901;140;0.14;;
19010717;17;7;1901;94;0.09;;
19010718;18;7;1901;74;0.07;;
19010719;19;7;1901;81;0.08;;
19010720;20;7;1901;148;0.15;;
19010721;21;7;1901;123;0.12;;
19010722;22;7;1901;477;0.48;;
19010723;23;7;1901;1030;1.03;;
19010724;24;7;1901;730;0.73;;
19010725;25;7;1901;757;0.76;;
19010726;26;7;1901;224;0.22;;
19010727;27;7;1901;343;0.34;;
19010728;28;7;1901;788;0.79;;
19010729;29;7;1901;891;0.89;;
19010730;30;7;1901;572;0.57;;
19010731;31;7;1901;727;0.73;;
19010801;1;8;1901;644;0.64;;
19010802;2;8;1901;520;0.52;;
19010803;3;8;1901;694;0.69;;
19010804;4;8;1901;428;0.43;;
19010805;5;8;1901;543;0.54;;
19010806;6;8;1901;231;0.23;;
19010807;7;8;1901;280;0.28;;
19010808;8;8;1901;195;0.2;;
19010809;9;8;1901;123;0.12;;
19010810;10;8;1901;246;0.25;;
19010811;11;8;1901;299;0.3;;
19010812;12;8;1901;840;0.84;;
19010813;13;8;1901;389;0.39;;
19010814;14;8;1901;109;0.11;;
19010815;15;8;1901;145;0.14;;
19010816;16;8;1901;211;0.21;;
19010817;17;8;1901;68;0.07;;
19010818;18;8;1901;143;0.14;;
19010819;19;8;1901;360;0.36;;
19010820;20;8;1901;131;0.13;;
19010821;21;8;1901;69;0.07;;
19010822;22;8;1901;45;0.05;;
19010823;23;8;1901;52;0.05;;
19010824;24;8;1901;54;0.05;;
19010825;25;8;1901;90;0.09;;
19010826;26;8;1901;74;0.07;;
19010827;27;8;1901;69;0.07;;
19010828;28;8;1901;86;0.09;;
19010829;29;8;1901;60;0.06;;
19010830;30;8;1901;63;0.06;;
19010831;31;8;1901;82;0.08;;
19010901;1;9;1901;119;0.12;;
19010902;2;9;1901;135;0.14;;
19010903;3;9;1901;57;0.06;;
19010904;4;9;1901;169;0.17;;
19010905;5;9;1901;347;0.35;;
19010906;6;9;1901;94;0.09;;
19010907;7;9;1901;46;0.05;;
19010908;8;9;1901;72;0.07;;
19010909;9;9;1901;114;0.11;;
19010910;10;9;1901;65;0.06;;
19010911;11;9;1901;41;0.04;;
19010912;12;9;1901;142;0.14;;
19010913;13;9;1901;1270;1.27;;
19010914;14;9;1901;8090;8.09;;
19010915;15;9;1901;9500;9.5;;
19010916;16;9;1901;9500;9.5;;
19010917;17;9;1901;7690;7.69;;
19010918;18;9;1901;6520;6.52;;
19010919;19;9;1901;4530;4.53;;
19010920;20;9;1901;3580;3.58;;
19010921;21;9;1901;4540;4.54;;
19010922;22;9;1901;5710;5.71;;
19010923;23;9;1901;5740;5.74;;
19010924;24;9;1901;5180;5.18;;
19010925;25;9;1901;6880;6.88;;
19010926;26;9;1901;5170;5.17;;
19010927;27;9;1901;5200;5.2;;
19010928;28;9;1901;4070;4.07;;
19010929;29;9;1901;3690;3.69;;
19010930;30;9;1901;4510;4.51;;
19011001;1;10;1901;3670;3.67;;
19011002;2;10;1901;3420;3.42;;
19011003;3;10;1901;3720;3.72;;
19011004;4;10;1901;4160;4.16;;
19011005;5;10;1901;11300;11.3;;
19011006;6;10;1901;27600;27.6;;
19011007;7;10;1901;27700;27.7;;
19011008;8;10;1901;25600;25.6;;
19011009;9;10;1901;24300;24.3;;
19011010;10;10;1901;27400;27.4;;
19011011;11;10;1901;23600;23.6;;
19011012;12;10;1901;20600;20.6;;
19011013;13;10;1901;18600;18.6;;
19011014;14;10;1901;16800;16.8;;
19011015;15;10;1901;13000;13;;
19011016;16;10;1901;11700;11.7;;
19011017;17;10;1901;11100;11.1;;
19011018;18;10;1901;9050;9.05;;
19011019;19;10;1901;8430;8.43;;
19011020;20;10;1901;15300;15.3;;
19011021;21;10;1901;30100;30.1;;
19011022;22;10;1901;29500;29.5;;
19011023;23;10;1901;25100;25.1;;
19011024;24;10;1901;19900;19.9;;
19011025;25;10;1901;18200;18.2;;
19011026;26;10;1901;18300;18.3;;
19011027;27;10;1901;17800;17.8;;
19011028;28;10;1901;18600;18.6;;
19011029;29;10;1901;15700;15.7;;
19011030;30;10;1901;12800;12.8;;
19011031;31;10;1901;10600;10.6;;
19011101;1;11;1901;10000;10;;
19011102;2;11;1901;10600;10.6;;
19011103;3;11;1901;10900;10.9;;
19011104;4;11;1901;18000;18;;
19011105;5;11;1901;14800;14.8;;
19011106;6;11;1901;10900;10.9;;
19011107;7;11;1901;7750;7.75;;
19011108;8;11;1901;7240;7.24;;
19011109;9;11;1901;7550;7.55;;
19011110;10;11;1901;6340;6.34;;
19011111;11;11;1901;4530;4.53;;
19011112;12;11;1901;4840;4.84;;
19011113;13;11;1901;5050;5.05;;
19011114;14;11;1901;5920;5.92;;
19011115;15;11;1901;6790;6.79;;
19011116;16;11;1901;6700;6.7;;
19011117;17;11;1901;7150;7.15;;
19011118;18;11;1901;5330;5.33;;
19011119;19;11;1901;4070;4.07;;
19011120;20;11;1901;3690;3.69;;
19011121;21;11;1901;4800;4.8;;
19011122;22;11;1901;5230;5.23;;
19011123;23;11;1901;5710;5.71;;
19011124;24;11;1901;4510;4.51;;
19011125;25;11;1901;4550;4.55;;
19011126;26;11;1901;3560;3.56;;
19011127;27;11;1901;2980;2.98;;
19011128;28;11;1901;3380;3.38;;
19011129;29;11;1901;3380;3.38;;
19011130;30;11;1901;2610;2.61;;
19011201;1;12;1901;2930;2.93;;
19011202;2;12;1901;2940;2.94;;
19011203;3;12;1901;2520;2.52;;
19011204;4;12;1901;3430;3.43;;
19011205;5;12;1901;2980;2.98;;
19011206;6;12;1901;3040;3.04;;
19011207;7;12;1901;2900;2.9;;
19011208;8;12;1901;4060;4.06;;
19011209;9;12;1901;4040;4.04;;
19011210;10;12;1901;5000;5;;
19011211;11;12;1901;6100;6.1;;
19011212;12;12;1901;7680;7.68;;
19011213;13;12;1901;7590;7.59;;
19011214;14;12;1901;7820;7.82;;
19011215;15;12;1901;12900;12.9;;
19011216;16;12;1901;19800;19.8;;
19011217;17;12;1901;15300;15.3;;
19011218;18;12;1901;12800;12.8;;
19011219;19;12;1901;16300;16.3;;
19011220;20;12;1901;28900;28.9;;
19011221;21;12;1901;23000;23;;
19011222;22;12;1901;20400;20.4;;
19011223;23;12;1901;20700;20.7;;
19011224;24;12;1901;32000;32;;
19011225;25;12;1901;67400;67.4;;
19011226;26;12;1901;63000;63;;
19011227;27;12;1901;50500;50.5;;
19011228;28;12;1901;41200;41.2;;
19011229;29;12;1901;35100;35.1;;
19011230;30;12;1901;36000;36;;
19011231;31;12;1901;35600;35.6;;
19020101;1;1;1902;31700;31.7;;
19020102;2;1;1902;33000;33;;
19020103;3;1;1902;46200;46.2;;
19020104;4;1;1902;44200;44.2;;
19020105;5;1;1902;36000;36;;
19020106;6;1;1902;29700;29.7;;
19020107;7;1;1902;25900;25.9;;
19020108;8;1;1902;22700;22.7;;
19020109;9;1;1902;19800;19.8;;
19020110;10;1;1902;18400;18.4;;
19020111;11;1;1902;18800;18.8;;
19020112;12;1;1902;16700;16.7;;
19020113;13;1;1902;14700;14.7;;
19020114;14;1;1902;13700;13.7;;
19020115;15;1;1902;11500;11.5;;
19020116;16;1;1902;8530;8.53;;
19020117;17;1;1902;7810;7.81;;
19020118;18;1;1902;7400;7.4;;
19020119;19;1;1902;6550;6.55;;
19020120;20;1;1902;6640;6.64;;
19020121;21;1;1902;5470;5.47;;
19020122;22;1;1902;5260;5.26;;
19020123;23;1;1902;5710;5.71;;
19020124;24;1;1902;5180;5.18;;
19020125;25;1;1902;7820;7.82;;
19020126;26;1;1902;8330;8.33;;
19020127;27;1;1902;24600;24.6;;
19020128;28;1;1902;72000;72;;
19020129;29;1;1902;53700;53.7;;
19020130;30;1;1902;39200;39.2;;
19020131;31;1;1902;29700;29.7;;
19020201;1;2;1902;24700;24.7;;
19020202;2;2;1902;20100;20.1;;
19020203;3;2;1902;16800;16.8;;
19020204;4;2;1902;16700;16.7;;
19020205;5;2;1902;15300;15.3;;
19020206;6;2;1902;15500;15.5;;
19020207;7;2;1902;23900;23.9;;
19020208;8;2;1902;39700;39.7;;
19020209;9;2;1902;45400;45.4;;
19020210;10;2;1902;40100;40.1;;
19020211;11;2;1902;33400;33.4;;
19020212;12;2;1902;26800;26.8;;
19020213;13;2;1902;24100;24.1;;
19020214;14;2;1902;23000;23;;
19020215;15;2;1902;21500;21.5;;
19020216;16;2;1902;19200;19.2;;
19020217;17;2;1902;15400;15.4;;
19020218;18;2;1902;13900;13.9;;
19020219;19;2;1902;12900;12.9;;
19020220;20;2;1902;11900;11.9;;
19020221;21;2;1902;11800;11.8;;
19020222;22;2;1902;10400;10.4;;
19020223;23;2;1902;10500;10.5;;
19020224;24;2;1902;9600;9.6;;
19020225;25;2;1902;9500;9.5;;
19020226;26;2;1902;7880;7.88;;
19020227;27;2;1902;8760;8.76;;
19020228;28;2;1902;10100;10.1;;
19020301;1;3;1902;6700;6.7;;
19020302;2;3;1902;7370;7.37;;
19020303;3;3;1902;7910;7.91;;
19020304;4;3;1902;6950;6.95;;
19020305;5;3;1902;8070;8.07;;
19020306;6;3;1902;6910;6.91;;
19020307;7;3;1902;6340;6.34;;
19020308;8;3;1902;6490;6.49;;
19020309;9;3;1902;6640;6.64;;
19020310;10;3;1902;5650;5.65;;
19020311;11;3;1902;5230;5.23;;
19020312;12;3;1902;4200;4.2;;
19020313;13;3;1902;3530;3.53;;
19020314;14;3;1902;2980;2.98;;
19020315;15;3;1902;3500;3.5;;
19020316;16;3;1902;4710;4.71;;
19020317;17;3;1902;5510;5.51;;
19020318;18;3;1902;4250;4.25;;
19020319;19;3;1902;5320;5.32;;
19020320;20;3;1902;5080;5.08;;
19020321;21;3;1902;13900;13.9;;
19020322;22;3;1902;55500;55.5;;
19020323;23;3;1902;57200;57.2;;
19020324;24;3;1902;34600;34.6;;
19020325;25;3;1902;29700;29.7;;
19020326;26;3;1902;29100;29.1;;
19020327;27;3;1902;37100;37.1;;
19020328;28;3;1902;87600;87.6;;
19020329;29;3;1902;71500;71.5;;
19020330;30;3;1902;71600;71.6;;
19020331;31;3;1902;84200;84.2;;
19020401;1;4;1902;59900;59.9;;
19020402;2;4;1902;44300;44.3;;
19020403;3;4;1902;35500;35.5;;
19020404;4;4;1902;31500;31.5;;
19020405;5;4;1902;26500;26.5;;
19020406;6;4;1902;23700;23.7;;
19020407;7;4;1902;23000;23;;
19020408;8;4;1902;18700;18.7;;
19020409;9;4;1902;15700;15.7;;
19020410;10;4;1902;15800;15.8;;
19020411;11;4;1902;15700;15.7;;
19020412;12;4;1902;14500;14.5;;
19020413;13;4;1902;16100;16.1;;
19020414;14;4;1902;17000;17;;
19020415;15;4;1902;14300;14.3;;
19020416;16;4;1902;13300;13.3;;
19020417;17;4;1902;15600;15.6;;
19020418;18;4;1902;15900;15.9;;
19020419;19;4;1902;14500;14.5;;
19020420;20;4;1902;12900;12.9;;
19020421;21;4;1902;12500;12.5;;
19020422;22;4;1902;14100;14.1;;
19020423;23;4;1902;13000;13;;
19020424;24;4;1902;13200;13.2;;
19020425;25;4;1902;11200;11.2;;
19020426;26;4;1902;11600;11.6;;
19020427;27;4;1902;11500;11.5;;
19020428;28;4;1902;10500;10.5;;
19020429;29;4;1902;9210;9.21;;
19020430;30;4;1902;8400;8.4;;
19020501;1;5;1902;8400;8.4;;
19020502;2;5;1902;9820;9.82;;
19020503;3;5;1902;9760;9.76;;
19020504;4;5;1902;10800;10.8;;
19020505;5;5;1902;10300;10.3;;
19020506;6;5;1902;8460;8.46;;
19020507;7;5;1902;7620;7.62;;
19020508;8;5;1902;7060;7.06;;
19020509;9;5;1902;6670;6.67;;
19020510;10;5;1902;5830;5.83;;
19020511;11;5;1902;6640;6.64;;
19020512;12;5;1902;6970;6.97;;
19020513;13;5;1902;5360;5.36;;
19020514;14;5;1902;5540;5.54;;
19020515;15;5;1902;4110;4.11;;
19020516;16;5;1902;5360;5.36;;
19020517;17;5;1902;8290;8.29;;
19020518;18;5;1902;15000;15;;
19020519;19;5;1902;27400;27.4;;
19020520;20;5;1902;38000;38;;
19020521;21;5;1902;32000;32;;
19020522;22;5;1902;31300;31.3;;
19020523;23;5;1902;27700;27.7;;
19020524;24;5;1902;27400;27.4;;
19020525;25;5;1902;25200;25.2;;
19020526;26;5;1902;22900;22.9;;
19020527;27;5;1902;20000;20;;
19020528;28;5;1902;18100;18.1;;
19020529;29;5;1902;20000;20;;
19020530;30;5;1902;13200;13.2;;
19020531;31;5;1902;11900;11.9;;
19020601;1;6;1902;13200;13.2;;
19020602;2;6;1902;14900;14.9;;
19020603;3;6;1902;12900;12.9;;
19020604;4;6;1902;11700;11.7;;
19020605;5;6;1902;11100;11.1;;
19020606;6;6;1902;11000;11;;
19020607;7;6;1902;15700;15.7;;
19020608;8;6;1902;17500;17.5;;
19020609;9;6;1902;17900;17.9;;
19020610;10;6;1902;15700;15.7;;
19020611;11;6;1902;15200;15.2;;
19020612;12;6;1902;13700;13.7;;
19020613;13;6;1902;13100;13.1;;
19020614;14;6;1902;13500;13.5;;
19020615;15;6;1902;9730;9.73;;
19020616;16;6;1902;8470;8.47;;
19020617;17;6;1902;9630;9.63;;
19020618;18;6;1902;7860;7.86;;
19020619;19;6;1902;5890;5.89;;
19020620;20;6;1902;6640;6.64;;
19020621;21;6;1902;8500;8.5;;
19020622;22;6;1902;9980;9.98;;
19020623;23;6;1902;7350;7.35;;
19020624;24;6;1902;5330;5.33;;
19020625;25;6;1902;4200;4.2;;
19020626;26;6;1902;3530;3.53;;
19020627;27;6;1902;2690;2.69;;
19020628;28;6;1902;2220;2.22;;
19020629;29;6;1902;2640;2.64;;
19020630;30;6;1902;2930;2.93;;
19020701;1;7;1902;2240;2.24;;
19020702;2;7;1902;2450;2.45;;
19020703;3;7;1902;2460;2.46;;
19020704;4;7;1902;2560;2.56;;
19020705;5;7;1902;2460;2.46;;
19020706;6;7;1902;1640;1.64;;
19020707;7;7;1902;1650;1.65;;
19020708;8;7;1902;1370;1.37;;
19020709;9;7;1902;1590;1.59;;
19020710;10;7;1902;1530;1.53;;
19020711;11;7;1902;886;0.89;;
19020712;12;7;1902;824;0.82;;
19020713;13;7;1902;1120;1.12;;
19020714;14;7;1902;1080;1.08;;
19020715;15;7;1902;692;0.69;;
19020716;16;7;1902;879;0.88;;
19020717;17;7;1902;1210;1.21;;
19020718;18;7;1902;1720;1.72;;
19020719;19;7;1902;573;0.57;;
19020720;20;7;1902;789;0.79;;
19020721;21;7;1902;1550;1.55;;
19020722;22;7;1902;1480;1.48;;
19020723;23;7;1902;1050;1.05;;
19020724;24;7;1902;1880;1.88;;
19020725;25;7;1902;1770;1.77;;
19020726;26;7;1902;1940;1.94;;
19020727;27;7;1902;1200;1.2;;
19020728;28;7;1902;1750;1.75;;
19020729;29;7;1902;906;0.91;;
19020730;30;7;1902;670;0.67;;
19020731;31;7;1902;1290;1.29;;
19020801;1;8;1902;818;0.82;;
19020802;2;8;1902;1860;1.86;;
19020803;3;8;1902;1770;1.77;;
19020804;4;8;1902;2010;2.01;;
19020805;5;8;1902;1030;1.03;;
19020806;6;8;1902;657;0.66;;
19020807;7;8;1902;469;0.47;;
19020808;8;8;1902;521;0.52;;
19020809;9;8;1902;370;0.37;;
19020810;10;8;1902;577;0.58;;
